Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Keluaran_Game
Escape From Monkey Island,PS2,2001,Adventure,LucasArts,0.05,0.04,0.0,0.01,0.1,84.0,21.0,8.3,12.0,T,Game Lawas
The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.1,61.0,9.0,7.8,6.0,E10+,Game Baru
Gretzky NHL,PSP,2005,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.01,0.1,61.0,23.0,7.4,10.0,E,Game Lawas
Dropship: United Peace Force,PS2,2002,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,78.0,17.0,8.6,10.0,T,Game Lawas
Medieval II: Total War,PC,2006,Strategy,Sega,0.0,0.09,0.0,0.02,0.1,88.0,39.0,8.9,654.0,T,Game Lawas
Road Rash: Jailbreak,GBA,2003,Racing,Zoo Digital Publishing,0.07,0.03,0.0,0.0,0.1,78.0,15.0,9.0,24.0,T,Game Lawas
Thrillville: Off the Rails,PSP,2007,Strategy,LucasArts,0.09,0.0,0.0,0.01,0.1,72.0,7.0,0.6,24.0,E10+,Game Baru
Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,0.09,0.01,0.0,0.01,0.1,66.0,9.0,6.0,5.0,E,Game Baru
Syberia,X,2003,Action,Microids,0.08,0.02,0.0,0.0,0.1,72.0,17.0,7.0,5.0,T,Game Lawas
G1 Jockey 3,PS2,2002,Sports,THQ,0.02,0.01,0.07,0.0,0.1,71.0,12.0,9.0,10.0,E,Game Lawas
Exit DS,DS,2008,Puzzle,Square Enix,0.09,0.0,0.01,0.01,0.1,64.0,25.0,6.7,6.0,E,Game Baru
Blades of Time,X360,2012,Action,Konami Digital Entertainment,0.07,0.02,0.0,0.01,0.1,52.0,23.0,6.5,30.0,M,Game Baru
Riviera: The Promised Land,GBA,2004,Role-Playing,Sting,0.07,0.03,0.0,0.0,0.1,76.0,26.0,8.8,22.0,T,Game Lawas
Yggdra Union: Well Never Fight Alone,PSP,2008,Role-Playing,Sting,0.05,0.0,0.04,0.01,0.1,73.0,17.0,7.9,18.0,T,Game Baru
Bujingai: The Forsaken City,PS2,2003,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,72.0,28.0,7.5,14.0,T,Game Lawas
Universe at War: Earth Assault,X360,2008,Action,Sega,0.09,0.01,0.0,0.01,0.1,66.0,44.0,8.3,57.0,T,Game Baru
Death By Degrees,PS2,2005,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,51.0,45.0,6.2,24.0,M,Game Lawas
JU-ON: The Grudge,Wii,2009,Action,Rising Star Games,0.07,0.01,0.01,0.01,0.1,39.0,32.0,5.6,34.0,M,Game Baru
Resident Evil 6,PS4,2016,Shooter,Capcom,0.08,0.0,0.01,0.02,0.1,60.0,19.0,6.7,100.0,M,Game Baru
NASCAR The Game: Inside Line,X360,2012,Racing,Activision,0.09,0.0,0.0,0.01,0.1,72.0,7.0,3.4,27.0,E,Game Baru
Colin McRae Rally 04,X,2004,Racing,Codemasters,0.08,0.02,0.0,0.0,0.1,84.0,33.0,8.1,19.0,E,Game Lawas
FIFA Street,X,2005,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,60.0,21.0,8.0,9.0,E,Game Lawas
Terraria,3DS,2016,Action,505 Games,0.0,0.05,0.05,0.0,0.1,71.0,6.0,7.1,21.0,T,Game Baru
Hot Wheels: Stunt Track Challenge,X,2004,Racing,THQ,0.08,0.02,0.0,0.0,0.1,63.0,11.0,6.2,5.0,E,Game Lawas
Blitz: The League II,X360,2008,Sports,Midway Games,0.08,0.01,0.0,0.01,0.1,68.0,34.0,7.2,13.0,M,Game Baru
Miami Law,DS,2009,Adventure,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,56.0,14.0,8.8,4.0,T,Game Baru
The Whispered World,PC,2009,Adventure,Deep Silver,0.0,0.08,0.0,0.02,0.1,70.0,41.0,7.6,77.0,E,Game Baru
Capcom vs. SNK 2 EO,X,2003,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1,80.0,26.0,8.7,13.0,T,Game Lawas
Hunter: The Reckoning,GC,2002,Action,Virgin Interactive,0.08,0.02,0.0,0.0,0.1,70.0,13.0,7.6,7.0,M,Game Lawas
Baten Kaitos Origins,GC,2006,Role-Playing,Unknown,0.06,0.02,0.02,0.0,0.1,75.0,21.0,8.9,23.0,T,Game Lawas
E\xc2\xb7O\xc2\xb7E: Eve of Extinction,PS2,2002,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01,0.1,57.0,28.0,7.2,6.0,T,Game Lawas
Surfs Up,X360,2007,Sports,Ubisoft,0.09,0.0,0.0,0.01,0.1,61.0,15.0,6.1,9.0,E10+,Game Baru
NHL 2004,GC,2003,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,85.0,18.0,8.4,7.0,E,Game Lawas
Shovel Knight,WiiU,2015,Platform,Yacht Club Games,0.05,0.04,0.0,0.01,0.1,88.0,24.0,8.3,280.0,E,Game Baru
X-Men: The Official Game,X,2006,Action,Activision,0.08,0.02,0.0,0.0,0.1,53.0,38.0,8.1,7.0,T,Game Lawas
RLH: Run Like Hell,PS2,2002,Shooter,Virgin Interactive,0.05,0.04,0.0,0.01,0.1,58.0,27.0,8.2,9.0,M,Game Lawas
The Ant Bully,PS2,2006,Platform,Midway Games,0.05,0.04,0.0,0.01,0.1,52.0,19.0,4.2,6.0,E10+,Game Lawas
Conflict: Global Terror,X,2005,Shooter,SCi,0.08,0.02,0.0,0.0,0.1,62.0,24.0,7.9,8.0,M,Game Lawas
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,71.0,17.0,6.3,39.0,E10+,Game Baru
Agatha Christie: The ABC Murders,DS,2009,Adventure,JoWood Productions,0.08,0.01,0.0,0.01,0.1,53.0,11.0,6.5,4.0,T,Game Baru
Monster Rancher EVO,PS2,2005,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1,58.0,16.0,6.8,8.0,E10+,Game Lawas
Steins;Gate,PSV,2013,Adventure,PQube,0.04,0.04,0.0,0.02,0.1,83.0,16.0,9.2,87.0,M,Game Baru
Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,Hudson Soft,0.06,0.03,0.0,0.01,0.1,65.0,12.0,7.0,5.0,E10+,Game Baru
Beach Spikers: Virtua Beach Volleyball,GC,2002,Sports,Sega,0.08,0.02,0.0,0.0,0.1,76.0,31.0,8.2,10.0,E,Game Lawas
Draglade,DS,2007,Fighting,505 Games,0.09,0.0,0.0,0.01,0.1,71.0,23.0,7.5,4.0,E10+,Game Baru
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,68.0,7.0,6.2,20.0,E10+,Game Baru
Jade Cocoon 2,PS2,2001,Role-Playing,Ubisoft,0.05,0.04,0.0,0.01,0.1,76.0,16.0,7.8,22.0,T,Game Lawas
Van Helsing,GBA,2004,Action,Activision,0.07,0.03,0.0,0.0,0.1,33.0,11.0,6.3,6.0,T,Game Lawas
Bee Movie Game,PS2,2007,Action,Activision,0.05,0.04,0.0,0.01,0.1,65.0,11.0,7.5,4.0,E,Game Baru
Harry Potter and the Deathly Hallows - Part 1,PC,2010,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.1,37.0,5.0,4.1,33.0,T,Game Baru
Kelly Slaters Pro Surfer,X,2002,Sports,Activision,0.08,0.02,0.0,0.0,0.1,80.0,15.0,8.0,5.0,E,Game Lawas
Beaterator,PSP,2009,Misc,Take-Two Interactive,0.07,0.02,0.0,0.02,0.1,80.0,44.0,7.8,13.0,E,Game Baru
NFL Tour,X360,2008,Sports,Electronic Arts,0.09,0.0,0.0,0.01,0.1,49.0,35.0,3.1,45.0,E,Game Baru
Sudoku Mania,DS,2006,Puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.1,25.0,4.0,3.5,4.0,E,Game Lawas
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005,Platform,Global Star,0.05,0.04,0.0,0.01,0.1,49.0,9.0,8.0,11.0,E10+,Game Lawas
The Bards Tale,X,2004,Role-Playing,Ubisoft,0.08,0.02,0.0,0.0,0.1,75.0,50.0,8.8,4.0,T,Game Lawas
Alien Hominid,PS2,2004,Shooter,Zoo Digital Publishing,0.05,0.04,0.0,0.01,0.1,78.0,47.0,8.3,13.0,T,Game Lawas
Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,Namco Bandai Games,0.05,0.03,0.0,0.02,0.1,59.0,11.0,6.3,4.0,E10+,Game Baru
Myst,DS,2007,Adventure,Midway Games,0.09,0.0,0.0,0.01,0.1,43.0,25.0,3.5,6.0,E,Game Baru
naild,X360,2010,Racing,Deep Silver,0.08,0.02,0.0,0.01,0.1,64.0,49.0,7.1,16.0,E10+,Game Baru
Tom Clancys Splinter Cell,GBA,2003,Action,Ubisoft,0.07,0.03,0.0,0.0,0.1,77.0,21.0,8.6,8.0,T,Game Lawas
Bullet Witch,X360,2006,Shooter,Atari,0.07,0.01,0.02,0.01,0.1,55.0,59.0,6.1,41.0,M,Game Lawas
Spider-Man: Web of Shadows,DS,2008,Action,Activision,0.09,0.0,0.0,0.01,0.1,77.0,12.0,7.5,14.0,E10+,Game Baru
Rolling Stone: Drum King,Wii,2009,Misc,505 Games,0.09,0.0,0.0,0.01,0.1,32.0,4.0,1.8,4.0,T,Game Baru
NBA Ballers: Rebound,PSP,2006,Sports,Midway Games,0.09,0.0,0.0,0.01,0.1,69.0,17.0,7.7,7.0,E,Game Lawas
Kings Field: The Ancient City,PS2,2001,Role-Playing,Metro 3D,0.05,0.04,0.0,0.01,0.1,60.0,14.0,8.5,14.0,T,Game Lawas
Silent Scope Complete,X,2004,Shooter,Konami Digital Entertainment,0.07,0.02,0.0,0.0,0.1,69.0,25.0,7.4,5.0,M,Game Lawas
Leisure Suit Larry: Box Office Bust,PS3,2009,Adventure,Codemasters,0.06,0.03,0.0,0.01,0.1,17.0,11.0,1.7,37.0,M,Game Baru
Indigo Prophecy,X,2005,Adventure,Atari,0.07,0.03,0.0,0.0,0.1,84.0,51.0,7.7,39.0,M,Game Lawas
Sneakers,X,2002,Puzzle,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.1,28.0,13.0,4.6,8.0,E,Game Lawas
X-Men: Destiny,Wii,2011,Action,Activision,0.07,0.02,0.0,0.01,0.1,36.0,10.0,4.5,15.0,T,Game Baru
NHL 2K6,X360,2005,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1,75.0,37.0,6.1,24.0,E10+,Game Lawas
Contact,DS,2006,Role-Playing,Rising Star Games,0.07,0.0,0.03,0.01,0.1,73.0,36.0,8.2,35.0,E10+,Game Lawas
College Hoops 2K6,X,2005,Sports,Take-Two Interactive,0.07,0.02,0.0,0.0,0.1,82.0,17.0,9.2,6.0,E,Game Lawas
Pokemon Rumble World,3DS,2015,Action,Nintendo,0.0,0.01,0.08,0.0,0.1,58.0,16.0,6.3,70.0,E10+,Game Baru
Predator: Concrete Jungle,X,2005,Action,Vivendi Games,0.07,0.02,0.0,0.0,0.1,46.0,17.0,8.0,10.0,M,Game Lawas
The Crew: Wild Run,PS4,2015,Action,Ubisoft,0.0,0.08,0.0,0.01,0.1,73.0,13.0,6.8,50.0,T,Game Baru
Opoona,Wii,2007,Role-Playing,Tecmo Koei,0.08,0.0,0.01,0.01,0.1,65.0,33.0,7.7,14.0,E10+,Game Baru
Universal Studios Theme Parks Adventure,GC,2001,Misc,Kemco,0.08,0.02,0.0,0.0,0.1,39.0,11.0,2.9,11.0,T,Game Lawas
Rocky: Legends,X,2004,Action,Ubisoft,0.07,0.02,0.0,0.0,0.1,67.0,21.0,5.2,6.0,T,Game Lawas
Prinny: Can I Really Be the Hero?,PSP,2008,Platform,Tecmo Koei,0.03,0.0,0.05,0.01,0.1,72.0,45.0,7.0,41.0,T,Game Baru
Star Trek: Shattered Universe,PS2,2004,Simulation,Global Star,0.05,0.04,0.0,0.01,0.1,42.0,19.0,8.3,18.0,E,Game Lawas
Phantom Brave: The Hermuda Triangle,PSP,2010,Role-Playing,Nippon Ichi Software,0.06,0.0,0.03,0.01,0.1,65.0,16.0,7.3,11.0,T,Game Baru
Ultra Street Fighter IV,PS4,2015,Fighting,Capcom,0.0,0.08,0.0,0.01,0.1,71.0,28.0,5.9,94.0,T,Game Baru
Dragon Ball: Evolution,PSP,2009,Fighting,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1,28.0,16.0,0.9,51.0,T,Game Baru
Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1,53.0,31.0,6.0,79.0,M,Game Baru
Disgaea Infinite,PSP,2010,Adventure,Nippon Ichi Software,0.08,0.0,0.01,0.01,0.1,64.0,15.0,4.4,40.0,T,Game Baru
NeverDead,X360,2012,Shooter,Konami Digital Entertainment,0.06,0.03,0.0,0.01,0.1,52.0,46.0,5.5,65.0,M,Game Baru
Thor: God of Thunder,3DS,2011,Action,Sega,0.06,0.03,0.0,0.01,0.1,55.0,10.0,4.2,5.0,T,Game Baru
Blades of Time,PS3,2012,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,0.1,53.0,19.0,7.2,22.0,M,Game Baru
MotoGP 07,PS2,2007,Racing,Capcom,0.05,0.04,0.0,0.01,0.1,62.0,26.0,9.1,7.0,E,Game Baru
Cubic Ninja,3DS,2011,Platform,Ubisoft,0.05,0.04,0.0,0.01,0.1,51.0,15.0,5.9,14.0,E,Game Baru
F1 2014,PC,2014,Racing,Codemasters,0.0,0.09,0.0,0.01,0.1,61.0,20.0,4.8,65.0,E,Game Baru
Arslan: The Warriors of Legend,PS4,2015,Action,Tecmo Koei,0.03,0.01,0.05,0.01,0.1,69.0,43.0,6.6,23.0,T,Game Baru
Harvest Moon: Frantic Farming,DS,2009,Puzzle,Rising Star Games,0.08,0.0,0.0,0.01,0.1,72.0,7.0,6.8,6.0,E,Game Baru
Blue Dragon: Awakened Shadow,DS,2009,Role-Playing,Namco Bandai Games,0.06,0.0,0.03,0.0,0.1,63.0,27.0,6.6,10.0,E10+,Game Baru
Shining Force EXA,PS2,2007,Role-Playing,Sega,0.0,0.0,0.1,0.0,0.1,64.0,24.0,7.3,17.0,E10+,Game Baru
Digimon World DS,DS,2006,Role-Playing,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1,71.0,8.0,7.6,27.0,E10+,Game Lawas
MySims SkyHeroes,X360,2010,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,56.0,15.0,5.5,4.0,E10+,Game Baru
Guilty Gear Isuka,PS2,2004,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,73.0,39.0,7.5,13.0,T,Game Lawas
Tornado Outbreak,Wii,2009,Action,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,71.0,7.0,8.2,5.0,E10+,Game Baru
MotoGP 2,X,2003,Racing,THQ,0.07,0.02,0.0,0.0,0.1,87.0,23.0,8.5,14.0,E,Game Lawas
Shadow of Destiny,PSP,2009,Adventure,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.1,54.0,6.0,8.2,5.0,T,Game Baru
Heatseeker,Wii,2007,Action,Codemasters,0.08,0.0,0.0,0.01,0.1,62.0,25.0,6.2,32.0,T,Game Baru
Ar tonelico: Melody of Elemia,PS2,2006,Role-Playing,505 Games,0.0,0.0,0.1,0.0,0.1,71.0,30.0,7.7,43.0,T,Game Lawas
Castlevania Double Pack,GBA,2006,Platform,Konami Digital Entertainment,0.07,0.03,0.0,0.0,0.1,86.0,4.0,8.4,12.0,T,Game Lawas
Steel Battalion,X,2002,Simulation,Microsoft Game Studios,0.05,0.02,0.02,0.0,0.1,83.0,20.0,8.5,20.0,T,Game Lawas
Cartoon Network: Punch Time Explosion,3DS,2011,Fighting,Deep Silver,0.07,0.02,0.0,0.01,0.1,58.0,16.0,5.7,29.0,E10+,Game Baru
Power Stone Collection,PSP,2006,Action,Capcom,0.08,0.0,0.0,0.01,0.1,74.0,34.0,6.8,6.0,T,Game Lawas
"Blast Works: Build, Trade, Destroy",Wii,2008,Shooter,Eidos Interactive,0.09,0.0,0.0,0.01,0.1,78.0,30.0,7.7,17.0,E,Game Baru
SNK vs. Capcom Card Fighters DS,DS,2006,Strategy,Ignition Entertainment,0.09,0.0,0.0,0.01,0.1,48.0,19.0,5.3,7.0,T,Game Lawas
Darkest of Days,X360,2009,Shooter,Phantom EFX,0.09,0.0,0.0,0.01,0.1,44.0,25.0,4.8,76.0,M,Game Baru
Minority Report: Everybody Runs,X,2002,Action,Activision,0.07,0.02,0.0,0.0,0.1,54.0,18.0,5.0,4.0,T,Game Lawas
NASCAR,PSP,2006,Racing,Electronic Arts,0.09,0.0,0.0,0.01,0.1,66.0,13.0,5.3,6.0,E,Game Lawas
Rio,X360,2011,Misc,THQ,0.05,0.03,0.0,0.01,0.09,60.0,16.0,7.0,7.0,E10+,Game Baru
Valentino Rossi: The Game,PS4,2016,Racing,Namco Bandai Games,0.03,0.05,0.0,0.02,0.09,75.0,19.0,8.0,50.0,E,Game Baru
Playboy: The Mansion,X,2005,Simulation,Ubisoft,0.07,0.02,0.0,0.0,0.09,61.0,43.0,4.1,9.0,M,Game Lawas
Disney's Aladdin in Nasiras Revenge,PS,2000,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09,61.0,11.0,8.3,7.0,E,Game Lawas
Barnyard,PS2,2006,Action,THQ,0.05,0.04,0.0,0.01,0.09,62.0,13.0,8.7,10.0,E10+,Game Lawas
Ultimate Marvel vs. Capcom 3,PS3,2011,Fighting,Capcom,0.0,0.04,0.04,0.01,0.09,80.0,36.0,6.3,116.0,T,Game Baru
Touch Detective,DS,2006,Adventure,505 Games,0.06,0.03,0.0,0.01,0.09,60.0,25.0,6.8,6.0,E10+,Game Lawas
MindJack,X360,2011,Shooter,Square Enix,0.07,0.02,0.0,0.01,0.09,43.0,42.0,1.2,116.0,M,Game Baru
Pac-Man World 3,GC,2005,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09,66.0,17.0,7.3,10.0,E,Game Lawas
Code Lyoko: Quest for Infinity,Wii,2007,Action,Game Factory,0.07,0.02,0.0,0.01,0.09,58.0,15.0,8.5,8.0,E10+,Game Baru
Mega Man Legacy Collection,PS4,2016,Platform,Capcom,0.08,0.0,0.0,0.02,0.09,77.0,22.0,6.1,57.0,E,Game Baru
Rocky,GC,2002,Fighting,Rage Software,0.07,0.02,0.0,0.0,0.09,74.0,17.0,7.3,4.0,T,Game Lawas
Glory Days 2,DS,2007,Strategy,Ghostlight,0.08,0.0,0.0,0.01,0.09,73.0,28.0,7.3,6.0,E10+,Game Baru
Brain Age: Concentration Training,3DS,2012,Puzzle,Nintendo,0.09,0.0,0.0,0.01,0.09,71.0,11.0,7.9,17.0,E,Game Baru
Crash N Burn,X,2004,Racing,Eidos Interactive,0.07,0.02,0.0,0.0,0.09,65.0,25.0,6.4,7.0,T,Game Lawas
Hakuoki: Demon of the Fleeting Blossom,PSP,2009,Adventure,Idea Factory,0.08,0.0,0.0,0.01,0.09,79.0,4.0,8.3,31.0,M,Game Baru
Speed Kings,PS2,2003,Racing,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.09,61.0,13.0,7.8,6.0,E,Game Lawas
Dungeons,PC,2011,Strategy,Kalypso Media,0.07,0.02,0.0,0.01,0.09,65.0,35.0,4.6,106.0,M,Game Baru
Little League World Series Baseball 2008,Wii,2008,Sports,Activision,0.09,0.0,0.0,0.01,0.09,70.0,8.0,8.0,6.0,E,Game Baru
Winter Stars,X360,2011,Sports,Deep Silver,0.05,0.03,0.0,0.01,0.09,46.0,9.0,6.5,4.0,E,Game Baru
Bladestorm: The Hundred Years War,X360,2007,Action,Tecmo Koei,0.08,0.01,0.0,0.01,0.09,63.0,26.0,6.8,16.0,T,Game Baru
Burnout Paradise: The Ultimate Box,PC,2009,Racing,Electronic Arts,0.0,0.08,0.0,0.01,0.09,87.0,26.0,7.5,438.0,E10+,Game Baru
Age of Empires II: The Age of Kings,PC,1999,Strategy,Microsoft Game Studios,0.01,0.08,0.0,0.01,0.09,92.0,21.0,9.0,813.0,T,Game Lawas
Forever Kingdom,PS2,2001,Role-Playing,From Software,0.02,0.02,0.04,0.01,0.09,64.0,13.0,7.8,6.0,T,Game Lawas
Altered Beast: Guardian of the Realms,GBA,2002,Action,THQ,0.07,0.02,0.0,0.0,0.09,63.0,13.0,4.8,4.0,T,Game Lawas
Halo 2,PC,2007,Shooter,Microsoft Game Studios,0.01,0.06,0.0,0.02,0.09,72.0,32.0,5.5,217.0,M,Game Baru
Medal of Honor: Vanguard,Wii,2007,Shooter,Electronic Arts,0.06,0.03,0.0,0.01,0.09,56.0,29.0,7.0,24.0,T,Game Baru
Family Party: 30 Great Games,Wii,2008,Misc,D3Publisher,0.08,0.01,0.0,0.01,0.09,42.0,10.0,1.0,7.0,E10+,Game Baru
Raven Squad: Operation Hidden Dagger,X360,2009,Shooter,Evolved Games,0.08,0.01,0.0,0.01,0.09,38.0,22.0,3.5,37.0,T,Game Baru
The Legend of Heroes: A Tear of Vermillion,PSP,2005,Role-Playing,Namco Bandai Games,0.08,0.0,0.0,0.01,0.09,68.0,24.0,7.7,26.0,T,Game Lawas
Shining Tears,PS2,2004,Role-Playing,Sega,0.05,0.04,0.0,0.01,0.09,61.0,14.0,6.5,11.0,T,Game Lawas
MotoGP,X,2002,Racing,THQ,0.07,0.02,0.0,0.0,0.09,84.0,18.0,8.4,16.0,E,Game Lawas
Scaler,PS2,2004,Platform,Take-Two Interactive,0.05,0.04,0.0,0.01,0.09,70.0,20.0,8.6,18.0,E,Game Lawas
Gradius V,PS2,2004,Shooter,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09,82.0,46.0,8.5,13.0,T,Game Lawas
Zero Escape: Zero Time Dilemma,3DS,2016,Adventure,Aksys Games,0.06,0.0,0.02,0.01,0.09,81.0,19.0,8.4,73.0,M,Game Baru
Arcania: Gothic 4,X360,2010,Role-Playing,JoWood Productions,0.04,0.04,0.01,0.01,0.09,64.0,21.0,5.2,52.0,T,Game Baru
Psychonauts,PS2,2005,Platform,Majesco Entertainment,0.05,0.04,0.0,0.01,0.09,86.0,33.0,8.7,61.0,T,Game Lawas
Rocket League,PC,2016,Sports,505 Games,0.02,0.06,0.0,0.01,0.09,86.0,20.0,8.2,600.0,E,Game Baru
Digimon Rumble Arena 2,PS2,2004,Fighting,Atari,0.05,0.04,0.0,0.01,0.09,63.0,9.0,7.3,23.0,T,Game Lawas
Wolfenstein: The Old Blood,PC,2015,Action,Bethesda Softworks,0.0,0.09,0.0,0.01,0.09,76.0,30.0,7.6,343.0,M,Game Baru
Ribbit King,PS2,2003,Sports,Atari,0.05,0.04,0.0,0.01,0.09,58.0,10.0,6.5,4.0,E,Game Lawas
Alien Hominid,GC,2004,Shooter,O3 Entertainment,0.07,0.02,0.0,0.0,0.09,78.0,28.0,8.5,15.0,T,Game Lawas
Rygar: The Battle of Argus,Wii,2008,Action,Rising Star Games,0.09,0.0,0.0,0.01,0.09,52.0,29.0,7.0,4.0,T,Game Baru
Ninja Gaiden Black,X,2005,Action,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.09,94.0,32.0,8.7,121.0,M,Game Lawas
Trivial Pursuit unhinged,X,2004,Misc,Atari,0.07,0.02,0.0,0.0,0.09,58.0,10.0,8.0,4.0,T,Game Lawas
NCAA March Madness 08,PS3,2007,Sports,Electronic Arts,0.08,0.0,0.0,0.01,0.09,67.0,15.0,3.8,4.0,E,Game Baru
InuYasha: Secret of the Divine Jewel,DS,2007,Role-Playing,Namco Bandai Games,0.09,0.0,0.0,0.01,0.09,46.0,13.0,7.6,17.0,E10+,Game Baru
Bloody Roar 4,PS2,2003,Fighting,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09,59.0,25.0,8.6,43.0,M,Game Lawas
Atari Classics Evolved,PSP,2007,Misc,Atari,0.08,0.0,0.0,0.01,0.09,64.0,17.0,6.0,4.0,E,Game Baru
I-Ninja,GC,2003,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09,77.0,18.0,7.6,9.0,T,Game Lawas
Invizimals: The Alliance,PSV,2013,Action,Sony Computer Entertainment,0.0,0.07,0.0,0.02,0.09,69.0,16.0,6.8,10.0,E10+,Game Baru
Ultimate Mortal Kombat,DS,2007,Fighting,Midway Games,0.07,0.01,0.0,0.01,0.09,73.0,26.0,8.6,22.0,M,Game Baru
Army Corps of Hell,PSV,2011,Action,Square Enix,0.04,0.04,0.0,0.02,0.09,57.0,43.0,6.6,28.0,M,Game Baru
Wild ARMs: Alter Code F,PS2,2003,Role-Playing,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09,73.0,25.0,8.3,27.0,T,Game Lawas
Shrek SuperSlam,X,2005,Action,Activision,0.07,0.02,0.0,0.0,0.09,71.0,20.0,9.3,4.0,E10+,Game Lawas
Total Overdose: A Gunslingers Tale in Mexico,PS2,2005,Shooter,Eidos Interactive,0.04,0.04,0.0,0.01,0.09,71.0,36.0,9.0,25.0,M,Game Lawas
Metal Slug X,PS,2001,Shooter,Virgin Interactive,0.05,0.03,0.0,0.01,0.09,85.0,9.0,8.8,33.0,T,Game Lawas
Romance of the Three Kingdoms X,PS2,2005,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.09,71.0,13.0,8.5,10.0,T,Game Lawas
GripShift,PSP,2005,Racing,Ubisoft,0.08,0.0,0.0,0.01,0.09,70.0,37.0,8.7,22.0,E,Game Lawas
Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009,Role-Playing,Aspyr,0.08,0.0,0.0,0.01,0.09,45.0,10.0,8.1,31.0,T,Game Baru
Beowulf: The Game,PSP,2007,Action,Ubisoft,0.08,0.0,0.0,0.01,0.09,44.0,4.0,5.4,7.0,M,Game Baru
Skies of Arcadia,DC,2000,Role-Playing,Sega,0.0,0.0,0.09,0.0,0.09,93.0,21.0,9.4,99.0,T,Game Lawas
NASCAR: Dirt to Daytona,GC,2002,Racing,Infogrames,0.07,0.02,0.0,0.0,0.09,85.0,8.0,7.3,7.0,E,Game Lawas
Road Trip,PS2,2002,Racing,Play It,0.04,0.03,0.0,0.01,0.09,80.0,4.0,9.0,41.0,E,Game Lawas
Digimon All-Star Rumble,PS3,2014,Fighting,Namco Bandai Games,0.06,0.02,0.0,0.02,0.09,49.0,12.0,5.8,33.0,E10+,Game Baru
Jimmie Johnsons Anything With an Engine,X360,2011,Racing,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09,65.0,5.0,8.8,8.0,E10+,Game Baru
echochrome,PSP,2008,Puzzle,Sony Computer Entertainment,0.0,0.01,0.08,0.0,0.09,79.0,28.0,7.9,14.0,E,Game Baru
Driver: Renegade,3DS,2011,Racing,Ubisoft,0.05,0.04,0.0,0.01,0.09,48.0,13.0,5.0,20.0,M,Game Baru
Project Eden,PS2,2001,Action,Eidos Interactive,0.04,0.03,0.0,0.01,0.09,71.0,20.0,7.8,8.0,T,Game Lawas
Riviera: The Promised Land,PSP,2006,Role-Playing,505 Games,0.07,0.0,0.02,0.01,0.09,68.0,11.0,7.8,18.0,T,Game Lawas
The Smurfs 2,WiiU,2013,Platform,Ubisoft,0.05,0.04,0.0,0.01,0.09,42.0,5.0,5.4,22.0,E,Game Baru
